Domain Name,Sub Domain Name,Product Type Name,Product Type Code,Product Name,Herbal/ Ayurvedic,Fssai No,Preservatives (details),Ready To Cook (y/n),Scented/ Flavour,Rice Grain Type,Baby Weight,Absorption Duration (in Hrs),Brand,Pack Quantity,Mineral Source,Capacity,Product Quantity,Upc / Ean,Manufacturer,Customer Care Contact,Flavours & Spices,Recommended Age,Mrp,Country Of Origin,Preservatives (y/n),Product - Unit Of Measurement,Ready To Eat (y/n),Product Description,Net Quantity,Theme/ Occasion Type,Hair Type,Caffeine Content,Source,Uploaded On,Updated On,Image 1 Filename,Image 2 Filename,Image 3 Filename,Image 4 / Video 1 Filename,Image 5 / Video 2 Filename
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Ifb Essentials Autodish, Dishwashing Salt, 1 Kg",,,,,-,,,,Ifb,Pack of 1,,,1,8903287080654.0,IFB Industries Ltd.,-,,,199.0,India,,kg,,"Did you know that hard water affects most appliances even your dishwasher Metallic impurities adversely affect your machine and its performance, which leads to it consuming more detergent and energy. IFB essentials AUTODISH Dishwasher Salt helps reduce the hardness of water and protects your dishwasher from limescale deposits. Its regular use keeps dishwashers corrosion-free and decreases detergent consumption.",1 kg,,,,Polestarre,,,Image_1_8903287080654.0.jpg,Image_2_8903287080654.0.jpg,Image_3_8903287080654.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Ifb Essentials Fluff Front Load Fabric Liquid Detergent, 1 Liters",,,,,-,,,,Ifb,Pack of 1,,,1,8903287080333.0,Rossari biotech Ltd,-,,,331.0,India,,L,,"If you find yourself troubled by worn out clothes every couple of months, chances are that your detergent is to blame Most detergents are highly alkaline. As a result, they do more than just clean your clothes, often ripping fabric and even dulling them over time. Moreover, they can cause excessive foaming driving down your machines performance. IFB Fluff Liquid Detergent, is designed to be a low foaming liquid detergent to protect your machine and give your clothes the right kind of treatment for a clean wash. IFB Fluff Liquid detergent works on clothes to prevent damage and keep them soft and sparkling for a long time, all without leaving any traces behind.",1 L,,,,Polestarre,,,Image_1_8903287080333.0.jpg,Image_2_8903287080333.0.jpg,Image_3_8903287080333.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Surf Excel Matic Top Load Detergent Washing Powder, 6 Kg",,,,,-,,,,Surf Excel,Pack of 1,,,6,8901030523847.0,Unilever PLC,-,,,1160.0,India,,kg,,Surf excel matic has introduced a new and improved Top load detergent that gives you a machine wash as good as your moms hand wash. Its hand rub action power penetrates clothes and removes tough stains in the washing itself. This means no more soaking or scrubbing and saves up the time and effort you put behind everyday laundry. Just dump your clothes in the washing machine and leave the rest to Surf excel matic. Key Benefits Tough stain removal in machine with Surf excel matic. Surf excel matic top load is designed to work in high water level 40 liters of top load washing machines. Surf excel matic top load laundry detergent dissolves completely leaving no residue on your clothes on in the machine. Surf excel matic top load laundry detergent has an advanced technology that gives you handwash like clean in machines itself. 1 scoop of Surf excel matic 2 scoops of ordinary handwash detergent. Surf excel matic top load laundry detergent is the no.1 matic detergent and is recommended by leading washing machine manufacturers such as IFB Samsung Bosch Siemens Panasonic and Electrolux Siemens Kelvinator Videocon. Moreover Surf excel matic is value for money as all you need is 1 scoop of detergent for regular load of clothes. Now just dump your clothes in your front load washing machines without soaking and scrubbing them and get 100 percentage Tough Stain Removal.,6 kg,,,,Polestarre,,,Image_1_8901030523847.0.jpg,Image_2_8901030523847.0.jpg,Image_3_8901030523847.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Ifb Essentials Liquid Protecta, 500 Ml",,,,,-,,,,Ifb,Pack of 1,,,500,8903287080784.0,"Trisis Ventures,",-,,,275.0,India,,ml,,"Living in hard-water areas can be tough on a washing machine and the wash quality. Those metal compounds in water reduce the life of your machine, drive up detergent and power consumption and end up making your washed clothes dirty. IFB protecta protects your washing machine by neutralising the metal compounds in water and preventing lime scale formation on the drum. By doing so, it reduces the adverse effects of hard water, giving you superior wash quality from your washing machine and extending the machines life.",500 ml,,,,Polestarre,,,Image_1_8903287080784.0.jpg,Image_2_8903287080784.0.jpg,Image_3_8903287080784.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Kitchen Essentials Stainless Steel Milk Pan, Induction Base, Dishwasher Safe, 14 Cm, With Handle, Home Zone, 1.1 L",,,,,-,,,,Kitchen Essentials,Pack of 1,,,1.1,8906028130007.0,Kitchen Essentials,-,,,359.0,India,,L,,"Get This Milk Pan From The Home Zone Made From High-Quality Stainless Steel Which Is Designed In A Way To Ease The Efforts Of Carrying And Using The Milk Pan. The Handle Is Comfortable And Strong For You To Hold It While Pouring The Milk, Tea, Or Anything Else. It Can Be Used On An Induction Stove As Well.",1.1 L,,,,Polestarre,,,Image_1_8906028130007.0.jpg,Image_2_8906028130007.0.jpg,Image_3_8906028130007.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Beco Natural Laundry Liquid, Front Load, Lavender & Vanilla, 1 L",,,,,-,,,,Beco,Pack of 1,,,1,8906051566026.0,Beco Products Pvt. Ltd.,-,,,149.0,India,,L,,"Beco Front Load Laundry Liquid Is 100% Natural With Coconut-Based Surfactants And Five Natural Bioenzymes To Effectively Remove All Kinds Of Tough Stains, Dirt, Smudges, And Stench From Your Clothes. It Contains The Fragrance Of Orange And Frangipani To Keep Your Clothes Feeling Fresh And Natural. Our Front Load Laundry Liquid Is Free From Any Harmful Chemicals Making It An Ideal Choice For Cloth/Fabric Care. The Natural Ingredients In The Laundry Liquid Ensure That The Health Of The Cloth/Fabric Is Retained. Unlike Detergent Powders, Our Laundry Liquid Leaves Behind No Residue On Your Clothes. The Liquid Dissolves Easily And Cleans Your Clothes Effectively. Safe To Use On Various Kinds Of Fabrics Including Cotton, Denim, Silk, Khaki, Polyester, Spandex, Linen, Etc.",1 L,,,,Polestarre,,,Image_1_8906051566026.0.jpg,Image_2_8906051566026.0.jpg,Image_3_8906051566026.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Bolton Wc Net Intense Ocean Fresh Solid Rim Blocks, 4Pcs",,,,,-,,,,Bolton,Pack of 4,,,4,8004050009756.0,Bolton Group,-,,,420.0,Italy,,units,,brPack includes- 4 Pcsbr brRemoves bad odourbr brIt ensures hygiene and cleanlinessbr,4 unit,,,,Polestarre,,,Image_1_8004050009756.0.jpg,Image_2_8004050009756.0.jpg,Image_3_8004050009756.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Brasso Metal Polish Liquid, 500 Ml",,,,,-,,,,Brasso,Pack of 1,,,500,8901396091004.0,Reckitt Benckiser,-,,,310.0,India,,ml,,"Brasso metal polish is a superior quality product which comes in an easy liquid cream form. It is recommended by manufacturers, museums and restoration experts around the world. Brasso metal polish helps add shine to brass, copper, bronze, chrome, aluminium, stainless steel, nickel etc. It safely and easily removes oxidation, corrosion, stains and rust. It produces a brilliant reflective lustre and leaves an invisible protective coating to ensure a long-lasting shine.",500 ml,,,,Polestarre,,,Image_1_8901396091004.0.jpg,Image_2_8901396091004.0.jpg,Image_3_8901396091004.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Brio Dishwashing Liquid, Fresh Lime, Removes Tough Grease, 750 Ml",,,,,Lime,,,,Brio,Pack of 1,,,750,8904344606114.0,Brio,-,,,100.0,India,,ml,,Brio Dishwashing Liquid Fresh Lime Is A Cleaning Liquid That Is Used To Clean Dishes. This Liquid Is Enriched With Lemon Fragrance And Properties. It Is Gentle On Your Skin And Safe For Your Utensils. The Lemon Has Antibacterial Properties And Imparts The Freshness Of Lime. It Helps You Remove Tough Stains Easily Without Any Hassle. It Doesn'T Leave The Utensils Greasy But Gives Them A Nice Shine As New.,750 ml,,,,Polestarre,,,Image_1_8904344606114.0.jpg,Image_2_8904344606114.0.jpg,Image_3_8904344606114.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Clorox Liquid Bleach Lemon, 1 L",,,,,Lemon,,,,Clorox,Pack of 1,,,1,9556823130291.0,The Clorox Company,-,,,1390.0,Malaysia,,L,,"Liquid bleach for cleaning clothes and floor. Our product stands out for its exceptional quality and reliability, ensuring top performance and ease of use. It caters to diverse needs, providing satisfaction and excellence across various applications. Experience unparalleled versatility and dependability with our product, delivering excellence regardless of its nature.",1 L,,,,Polestarre,,,Image_1_9556823130291.0.jpg,Image_2_9556823130291.0.jpg,Image_3_9556823130291.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Clorox Liquid Bleach Regular, 2 L",,,,,-,,,,Clorox,Pack of 1,,,2,9556823122272.0,The Clorox Company,-,,,2999.0,Malaysia,,L,,"Liquid bleach for cleaning clothes and floor. Our product stands out for its exceptional quality and reliability, ensuring top performance and ease of use. It caters to diverse needs, providing satisfaction and excellence across various applications. Experience unparalleled versatility and dependability with our product, delivering excellence regardless of its nature.",2 L,,,,Polestarre,,,Image_1_9556823122272.0.jpg,Image_2_9556823122272.0.jpg,Image_3_9556823122272.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,Scotch brite Soap Dispensing Dishwand,,,,,-,,,,Scotch brite,Pack of 1,,,1,51135812327.0,3M,-,,,400.0,India,,unit,,"Step into a world of beauty and self-care with range of Bath & Hand Wash by Scotch brite, your trusted companion for all things beauty and hygiene. Our curated collection of products is designed to enhance your natural beauty, promote overall well-being, and elevate your daily self-care routine to a luxurious experience.",1 unit,,,,Polestarre,,,Image_1_51135812327.0.jpg,Image_2_51135812327.0.jpg,Image_3_51135812327.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Herbal Strategi Sanitizing & Disinfecting Liquid For Fruits And Vegetables, Completely Herbal, Sanitises & Removes Pesticides, 500 Ml",,,,,Lemongrass,,,,Herbal Strategi,Pack of 1,,,500,8906095542055.0,Herbal Strategi,-,,,230.0,India,,ml,,"Strategi soaps product range that defies boundaries and sets new standards of excellence. Meticulously crafted with care, this exceptional creation transcends expectations and delivers oustanding experience.",500 ml,,,,Polestarre,,,Image_1_8906095542055.0.jpg,Image_2_8906095542055.0.jpg,Image_3_8906095542055.0.jpg,Image_4_8906095542055.0.jpg,Image_5_8906095542055.0.jpg
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Savlon Clothes Disinfectant & Refreshing Spray, 230 Ml",,,,,-,,,,Savlon,Pack of 1,,,230,8905110003403.0,ITC Limited,-,,,162.0,India,,ml,,"Savlon Clothes Disinfectant and Refreshing Spray kill viruses & germs up to 99.9% germs*. It is fights molds, fungi and odour causing bacteria on your clothes and refreshes them. Its specially designed formula is bleach-free and thus, safe on clothes. Leaves clothes smelling fresh for up to 72 hrs^. *Basis Lab study on sample microbes. ^Basis lab study on select fabrics.",230 ml,,,,Polestarre,,,Image_1_8905110003403.0.jpg,Image_2_8905110003403.0.jpg,Image_3_8905110003403.0.jpg,Image_4_8905110003403.0.jpg,Image_5_8905110003403.0.jpg
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Ariel Matic Top Load Detergent Washing Powder, 500 G",,,,,-,,,,Ariel,Pack of 1,,,500,4902430289177.0,Procter & Gamble Home Products Private Limited.,-,,,150.0,India,,gm,,"New Improved Ariel Matic gives you tough stain removal for a bright clean in just 1 wash. Especially designed to be used in front loading machines, Ariel Matic Front Load offers brilliant stain removal for full loads. The new Brightguard technology keeps your clothes bright wash after wash. Ariel Matic powder also provides deep down cleaning and long-lasting freshness. Formulated specifically for fully automatic washing machines, it generates the right amount of foam in the machine to deliver superior cleaning inside the machine itself, without damaging the machine due to excess foam. It requires just 1 scoop for normal loads, and 1.5 scoops for heavy loads, providing performance along with value. Ariel Matics cutting edge technology provides impeccable cleaning for all your clothes, and removes tough stains like juice, chocolate, tomato and butterghee and maintains the brightness of the clothes. So now, goodbye stains and dullness",500 gm,,,,Polestarre,,,Image_1_4902430289177.0.jpg,Image_2_4902430289177.0.jpg,Image_3_4902430289177.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Ariel Matic Front Load Detergent Washing Powder, 3 Kg, 1 Count",,,,,-,,,,Ariel,Pack of 1,,,3,4902430292658.0,Procter & Gamble Home Products Private Limited.,-,,,975.0,India,,kg,,"New Improved Ariel Matic gives you tough stain removal for a bright clean in just 1 wash. Especially designed to be used in front loading machines, Ariel Matic Front Load provides brilliant stain removal for full loads. The new Brightguard technology keeps your clothes bright wash after wash. Ariel Matic powder also provides deep down cleaning and long-lasting freshness. Formulated specifically for fully automatic washing machines, it generates the right amount of foam in the machine to deliver superior cleaning inside the machine itself, without damaging the machine due to excess foam. It requires just 1 scoop for normal loads, and 1.5 scoops for heavy loads, providing performance along with value. Ariel Matics cutting edge technology provides impeccable cleaning for all your clothes, and removes tough stains like juice, chocolate, tomato and butterghee and maintains the brightness of the clothes. So now, goodbye stains and dullness",3 kg,,,,Polestarre,,,Image_1_4902430292658.0.jpg,Image_2_4902430292658.0.jpg,Image_3_4902430292658.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Ariel Matic Front Load Liquid Detergent, 2 L (Get 500 Ml Free)",,,,,-,,,,Ariel,Pack of 1,,,2.5,4902430400312.0,Procter & Gamble Home Products Private Limited.,-,,,612.0,India,,l,,"Ariel Matic liquid detergent removes tough stains in just 1 wash and protects your coloured clothes from fading. As a liquid detergent, it dissolves easily in water, which means your clothes maintain brightness without any residue. It comes with Ariel's superior technology, which is hard on stains and soft on colours  providing you with the perfect wash solution. Specially designed for front load fully automatic washing machines, 1 litre of Ariel Matic liquid detergent washes clothes as much as 1kg powder, thereby delivering excellent usage value for you. The cutting-edge technology of Ariel ensures brilliant stain removal for all your clothes, by tackling the toughest of stains like tea, coffee, chocolate, tomato, etc. Its unique cap ensures 0 percent spillage and easy dosing, providing you with a non-messy and delightful washing experience. It also has a refreshing fragrance that gives your clothes a long-lasting freshness. Ariel Liquid is so easy to use, that no matter who does the laundry, you will get exceptional results. So, more reason to #ShareTheLoad. Lets keep the stains away with every drop of Ariel Matic liquid detergent!",2.5 l,,,,Polestarre,,,Image_1_4902430400312.0.jpg,Image_2_4902430400312.0.jpg,Image_3_4902430400312.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Ariel Matic Liquid Detergent, Front Load, 1 Litre, Pack Of 1",,,,,-,,,,Ariel,Pack of 1,,,1,4902430400749.0,Procter & Gamble Home Products Private Limited.,-,,,185.0,India,,l,,"Ariel Matic liquid detergent removes tough stains in just 1 wash and protects your colored clothes from fading. As a liquid detergent, it dissolves easily in water, which means your clothes maintain brightness without any residue. It comes with Ariels superior technology, which is hard on stains and soft on colors providing you the perfect wash solution. Especially designed for front load fully automatic washing machines, 1 litre of Ariel matic liquid detergent washes clothes as much as 1kg powder, thereby delivering excellent usage value for you. The cutting- edge technology of Ariel ensures brilliant stain removal for all your clothes, by tackling the toughest of stains like tea, coffee, chocolate, tomato, etc. Its unique cap ensures 0 percent spillage and easy dosing, providing you a non-messy and delightful washing experience. It also has a refreshing fragrance that gives your clothes a long-lasting freshness. Ariel Liquid is so easy to use, that no matter who does the laundry, you will get exceptional results. So, more reason to ShareTheLoad. Lets keep the stains away with every drop of Ariel Matic liquid detergent",1 l,,,,Polestarre,,,Image_1_4902430400749.0.jpg,Image_2_4902430400749.0.jpg,Image_3_4902430400749.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Ariel Matic Liquid Detergent, Front Load, 500 Ml, Pack Of 1",,,,,-,,,,Ariel,Pack of 1,,,500,4902430401760.0,Procter & Gamble Home Products Private Limited.,-,,,107.0,India,,ml,,"New Ariel matic liquid detergent gives tough stain removal in just 1 wash, as well as prevent your colored clothes from fading. As a liquid detergent, it dissolves easily in water. With Ariels superior technology, it is hard on stains but soft on colors - giving your colored clothes the perfect wash solution. Especially formulated for fully automatic washing machines, 1 litre of Ariel matic liquid detergent washes as much as 1kg powder, hence delivering excellent usage value. Ariels cutting- edge technology provides brilliant stain removal for all your clothes, by tackling even tough stains like tea, coffee, chocolate, tomato, etc. The unique cap ensures 0 percent spillage, to give you a non-messy, truly delightful experience. Ariel matic liquid washing detergent also has a refreshing, long-lasting fragrance that freshens up your loads. Step out into the world with confidence knowing that you have Ariel as your partner in laundry.",500 ml,,,,Polestarre,,,Image_1_4902430401760.0.jpg,Image_2_4902430401760.0.jpg,Image_3_4902430401760.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Ariel Matic Liquid Detergent, Top Load, 1 Litre",,,,,-,,,,Ariel,Pack of 1,,,1,4987176106643.0,Procter & Gamble Home Products Private Limited.,-,,,160.0,India,,l,,"Ariel Matic liquid detergent removes tough stains in just 1 wash and protects your colored clothes from fading. As a liquid detergent, it dissolves easily in water, which means your clothes maintain brightness without any residue. It comes with Ariels superior technology, which is hard on stains and soft on colors providing you the perfect wash solution. Especially designed for front load fully automatic washing machines, 1 litre of Ariel matic liquid detergent washes clothes as much as 1kg powder, thereby delivering excellent usage value for you. The cutting- edge technology of Ariel ensures brilliant stain removal for all your clothes, by tackling the toughest of stains like tea, coffee, chocolate, tomato, etc. Its unique cap ensures 0 percent spillage and easy dosing, providing you a non-messy and delightful washing experience. It also has a refreshing fragrance that gives your clothes a long-lasting freshness. Ariel Liquid is so easy to use, that no matter who does the laundry, you will get exceptional results. So, more reason to ShareTheLoad. Lets keep the stains away with every drop of Ariel Matic liquid detergent",1 l,,,,Polestarre,,,Image_1_4987176106643.0.jpg,Image_2_4987176106643.0.jpg,Image_3_4987176106643.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Ariel Matic Liquid Detergent, Top Load, 1 Litre",,,,,-,,,,Ariel,Pack of 1,,,1,4902430400442.0,Procter & Gamble Home Products Private Limited.,-,,,160.0,India,,l,,"Ariel Matic liquid detergent removes tough stains in just 1 wash and protects your colored clothes from fading. As a liquid detergent, it dissolves easily in water, which means your clothes maintain brightness without any residue. It comes with Ariels superior technology, which is hard on stains and soft on colors providing you the perfect wash solution. Especially designed for front load fully automatic washing machines, 1 litre of Ariel matic liquid detergent washes clothes as much as 1kg powder, thereby delivering excellent usage value for you. The cutting- edge technology of Ariel ensures brilliant stain removal for all your clothes, by tackling the toughest of stains like tea, coffee, chocolate, tomato, etc. Its unique cap ensures 0 percent spillage and easy dosing, providing you a non-messy and delightful washing experience. It also has a refreshing fragrance that gives your clothes a long-lasting freshness. Ariel Liquid is so easy to use, that no matter who does the laundry, you will get exceptional results. So, more reason to ShareTheLoad. Lets keep the stains away with every drop of Ariel Matic liquid detergent",1 l,,,,Polestarre,,,Image_1_4902430400442.0.jpg,Image_2_4902430400442.0.jpg,Image_3_4902430400442.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Ariel Matic Liquid Detergent, Top Load, 500 Ml, 1 Count",,,,,-,,,,Ariel,Pack of 1,,,500,4902430401630.0,Procter & Gamble Home Products Private Limited.,-,,,98.0,India,,ml,,"New Ariel matic liquid detergent gives tough stain removal in just 1 wash, as well as prevent your colored clothes from fading. As a liquid detergent, it dissolves easily in water. With Ariels superior technology, it is hard on stains but soft on colors - giving your colored clothes the perfect wash solution. Especially formulated for fully automatic washing machines, 1 litre of Ariel matic liquid detergent washes as much as 1kg powder, hence delivering excellent usage value. Ariels cutting- edge technology provides brilliant stain removal for all your clothes, by tackling even tough stains like tea, coffee, chocolate, tomato, etc. The unique cap ensures Zero percent spillage, to give you a non-messy, truly delightful experience. Ariel matic liquid washing detergent also has a refreshing, Lasting fragrance that freshens up your loads. Step out into the world with confidence knowing that you have Ariel as your partner in laundry.",500 ml,,,,Polestarre,,,Image_1_4902430401630.0.jpg,Image_2_4902430401630.0.jpg,Image_3_4902430401630.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Ariel Matic Top Load Detergent Washing Powder 4 Kg+2 Kg Free, 1 Count",,,,,-,,,,Ariel,Pack of 1,,,6,4987176174963.0,Procter & Gamble Home Products Private Limited.,-,,,1210.0,India,,kg,,"New Improved Ariel Matic gives you tough stain removal for a bright clean in just 1 wash. Especially designed to be used in top loading machines, Ariel Matic Top Load offers brilliant stain removal for full loads. The oxi-stain fighters for an impeccable clean wash after wash. It also provides deep down cleaning and long-lasting freshness. Formulated specifically for fully automatic washing machines, it generates the right amount of foam in the machine to deliver superior cleaning inside the machine itself, without damaging the machine due to excess foam. It requires just 1 scoop for normal loads, and 1.5 scoops for heavy loads, providing performance along with value. Ariel Matics cutting edge technology provides impeccable cleaning for all your clothes, and removes tough stains like juice, chocolate, tomato and butterghee along with maintaining the brightness of the clothes. So now, say goodbye to stains and dullness",6 kg,,,,Polestarre,,,Image_1_4987176174963.0.jpg,Image_2_4987176174963.0.jpg,Image_3_4987176174963.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Ariel Matic Top Load Detergent Washing Powder, 1 Kg, Pack Of 1",,,,,-,,,,Ariel,Pack of 1,,,1,4987176177490.0,Procter & Gamble Home Products Private Limited.,-,,,290.0,India,,kg,,"New Improved Ariel Matic gives you tough stain removal for a bright clean in just 1 wash. Especially designed to be used in front loading machines, Ariel Matic Front Load offers brilliant stain removal for full loads. The new Brightguard technology keeps your clothes bright wash after wash. Ariel Matic powder also provides deep down cleaning and long-lasting freshness. Formulated specifically for fully automatic washing machines, it generates the right amount of foam in the machine to deliver superior cleaning inside the machine itself, without damaging the machine due to excess foam. It requires just 1 scoop for normal loads, and 1.5 scoops for heavy loads, providing performance along with value. Ariel Matics cutting edge technology provides impeccable cleaning for all your clothes, and removes tough stains like juice, chocolate, tomato and butterghee and maintains the brightness of the clothes. So now, goodbye stains and dullness",1 kg,,,,Polestarre,,,Image_1_4987176177490.0.jpg,Image_2_4987176177490.0.jpg,Image_3_4987176177490.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Ariel Matic Top Load Detergent Washing Powder, 2 Kg, 1 Count",,,,,-,,,,Ariel,Pack of 1,,,2,4987176177551.0,Procter & Gamble Home Products Private Limited.,-,,,452.0,India,,kg,,"New Improved Ariel Matic gives you tough stain removal for a bright clean in just 1 wash. Especially designed to be used in front loading machines, Ariel Matic Front Load offers brilliant stain removal for full loads. The new Brightguard technology keeps your clothes bright wash after wash. Ariel Matic powder also provides deep down cleaning and long-lasting freshness. Formulated specifically for fully automatic washing machines, it generates the right amount of foam in the machine to deliver superior cleaning inside the machine itself, without damaging the machine due to excess foam. It requires just 1 scoop for normal loads, and 1.5 scoops for heavy loads, providing performance along with value. Ariel Matics cutting edge technology provides impeccable cleaning for all your clothes, and removes tough stains like juice, chocolate, tomato and butterghee and maintains the brightness of the clothes. So now, goodbye stains and dullness",2 kg,,,,Polestarre,,,Image_1_4987176177551.0.jpg,Image_2_4987176177551.0.jpg,Image_3_4987176177551.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Ariel Matic Top Load Detergent Washing Powder, 3 Kg, 1 Count",,,,,-,,,,Ariel,Pack of 1,,,3,4902430292740.0,Procter & Gamble Home Products Private Limited.,-,,,999.0,India,,kg,,"New Improved Ariel Matic gives you tough stain removal for a bright clean in just 1 wash. Especially designed to be used in front loading machines, Ariel Matic Front Load offers brilliant stain removal for full loads. The new Brightguard technology keeps your clothes bright wash after wash. Ariel Matic powder also provides deep down cleaning and long-lasting freshness. Formulated specifically for fully automatic washing machines, it generates the right amount of foam in the machine to deliver superior cleaning inside the machine itself, without damaging the machine due to excess foam. It requires just 1 scoop for normal loads, and 1.5 scoops for heavy loads, providing performance along with value. Ariel Matics cutting edge technology provides impeccable cleaning for all your clothes, and removes tough stains like juice, chocolate, tomato and butterghee and maintains the brightness of the clothes. So now, goodbye stains and dullness",3 kg,,,,Polestarre,,,Image_1_4902430292740.0.jpg,Image_2_4902430292740.0.jpg,Image_3_4902430292740.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Ariel Matic Top Load Detergent Washing Powder, 4 Kg, 1 Count",,,,,-,,,,Ariel,Pack of 1,,,4,4987176174987.0,Procter & Gamble Home Products Private Limited.,-,,,770.0,India,,kg,,"New Improved Ariel Matic gives you tough stain removal for a bright clean in just 1 wash. Especially designed to be used in front loading machines, Ariel Matic Front Load offers brilliant stain removal for full loads. The new Brightguard technology keeps your clothes bright wash after wash. Ariel Matic powder also provides deep down cleaning and long-lasting freshness. Formulated specifically for fully automatic washing machines, it generates the right amount of foam in the machine to deliver superior cleaning inside the machine itself, without damaging the machine due to excess foam. It requires just 1 scoop for normal loads, and 1.5 scoops for heavy loads, providing performance along with value. Ariel Matics cutting edge technology provides impeccable cleaning for all your clothes, and removes tough stains like juice, chocolate, tomato and butterghee and maintains the brightness of the clothes. So now, goodbye stains and dullness.",4 kg,,,,Polestarre,,,Image_1_4987176174987.0.jpg,Image_2_4987176174987.0.jpg,Image_3_4987176174987.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Ariel Matic Front Load Detergent Washing Powder, 2 Kg, Pack Of 1",,,,,-,,,,Ariel,Pack of 1,,,2,4987176177568.0,Procter & Gamble Home Products Private Limited.,-,,,502.0,India,,kg,,"New Improved Ariel Matic gives you tough stain removal for a bright clean in just 1 wash. Especially designed to be used in front loading machines, Ariel Matic Front Load offers brilliant stain removal for full loads. The new Brightguard technology keeps your clothes bright wash after wash. Ariel Matic powder also provides deep down cleaning and long-lasting freshness. Formulated specifically for fully automatic washing machines, it generates the right amount of foam in the machine to deliver superior cleaning inside the machine itself, without damaging the machine due to excess foam. It requires just 1 scoop for normal loads, and 1.5 scoops for heavy loads, providing performance along with value. Ariel Matics cutting edge technology provides impeccable cleaning for all your clothes, and removes tough stains like juice, chocolate, tomato and butterghee and maintains the brightness of the clothes. So now, goodbye stains and dullness",2 kg,,,,Polestarre,,,Image_1_4987176177568.0.jpg,Image_2_4987176177568.0.jpg,Image_3_4987176177568.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,"Ariel Perfect Wash Detergent Powder, 500G",,,,,-,,,,Ariel,Pack of 1,,,500,4987176033567.0,Procter & Gamble Home Products Private Limited.,-,,,77.0,India,,gm,,"Ariel Colour is specially designed to help remove tough stains and prevent your coloured clothes from fading. Perfect for use in both semi-automatic washing machines and handwashing, Ariel Colour gives your coloured clothes impeccable cleaning and helps keep them bright. Powered by Ariels Colour Protection Technology, your favourite coloured clothes are safe with Ariel Colour. Let your clothes reflect your style impeccable bright. And the compliments you get when your colours stand out are always an added benefit.",500 gm,,,,Polestarre,,,Image_1_4987176033567.0.jpg,Image_2_4987176033567.0.jpg,Image_3_4987176033567.0.jpg,,
Retail,Grocery,Detergents & Dishwash,RET10-1020,Ariel Washing Detergent Powder 3 Kg Pack,,,,,-,,,,Ariel,Pack of 1,,,3,4902430462341.0,Procter & Gamble Home Products Private Limited.,-,,,1480.0,India,,kg,,"Use this product to experience Indias Best Stain Removal in 1 Wash. Designed to work in Semi-automatic Washing machine, Ariel gives brilliant results in both Semiautomatic Washing machine as well as in hand-wash. Ariel dissolves in water completely to remove tough stains like curry, chocolate, ink and milk tea. Perfect for all your clothes, Ariel helps remove tough stains to give you impeccable cleaning and keep your clothes smelling fresh. Step out into the world with confidence knowing that you have Ariel as your partner in laundry. Among semi-automatic detergents. Based on 3rd party data on overall better stain removal vs. leading premium detergent based on technical tests",3 kg,,,,Polestarre,,,Image_1_4902430462341.0.jpg,Image_2_4902430462341.0.jpg,Image_3_4902430462341.0.jpg,,
